TxnID,Date,Description,Internal reference,External reference,Currency,Amount,Balance after transaction,Match,Booking,Synced to Dooer date
"845","2017-11-24","52221152727","52221152727","Everyday AB","SEK","-25000","0","","","2017-12-21 13:00:20"
